Registro no CAR;Houve Retificação?;Aderiu ao PRA?;Bioma;% do Bioma;Défice Reserva Legal;Cidade;Estado;Latitude;Longitude;Data de Registro;Data da Última Retificação;Data de Análise;Status do Imóvel;Tipo de Imóvel;Situação;Condição;Condição PRA;Área;Módulo Fiscal;Área total de remanescentes de vegetação nativa;Área total de uso consolidado;Área total de servidão administrativa;Situação RL;Área de reserva legal averbada vetorizada;Área de reserva legal aprovada não averbada vetorizada;Área de reserva legal proposta vetorizada;Total de reserva legal declarada pelo proprietário/possuidor;Áreas de preservação permanente;Área de uso restrito
MT-5101902-9C7D029916CC43ED8BE1B8F41CCBE6CD;Nâo;Sim;Amazônia;80;506,91062;Brasnorte;MT;"12°27'51,44"" S";"58°16'27,28"" O";19/02/2021;19/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;875,9099;8,76;186,9912;687,9985;0;Não Analisada;0;186,9912;0;186,9912;6,8261;0
MT-5101902-1B960443478541D0B4065E4B06ED3113;Sim;Sim;Amazônia;80;1164,69354;Brasnorte;MT;"13°02'59,6"" S";"58°04'25,11"" O";21/10/2014;04/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;2500,4358;25;795,748;1695,7056;0;Não Analisada;0;0;795,748;795,748;39,9071;0
MT-5101902-94E2296B07EC4675955CB38CF104D88D;Nâo;Sim;Amazônia;80;226,98546;Brasnorte;MT;"12°00'51,79"" S";"57°59'34,6"" O";05/08/2018;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;610,9787;6,11;209,0823;397,3927;0;Não Analisada;175,4924;0;33,5899;209,0823;52,7152;0
MT-5101902-857C68073379489080CEECF0BA9C37C3;Nâo;Nâo;Amazônia;80;-90,26766;Brasnorte;MT;"12°37'08,87"" S";"57°27'32,09"" O";06/11/2018;06/11/2018;--;Ativo;IRU;AT;Aguardando análise;--;2090,6888;20,91;2084,8057;0;0;Não Analisada;1668,457;0;0;1668,457;94,3617;0
MT-5101902-737BD5DD44C64C3E8405ABEA19A190BC;Sim;Sim;Amazônia;80;12073,35386;Brasnorte;MT;"13°00'38,8"" S";"57°43'47,22"" O";20/10/2014;13/05/2019;--;Ativo;IRU;AT;Aguardando análise;--;31818,0882;318,18;22987,6112;8783,1108;0;Não Analisada;0;12720,2211;0;12720,2211;660,8956;0
MT-5101902-411F92E396FD4F9F89A954EA49CDDED0;Sim;Sim;Amazônia;80;622,1641282;Brasnorte;MT;"12°24'46,32"" S";"58°17'45,27"" O";22/10/2014;29/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;1561,5619;15,6156;577,7158157;975,7697776;0;Não Analisada;0;0;577,7158;577,7158;49,36959185;0
MT-5101902-D189FC4505DB482AB9239A894EB37454;Sim;Sim;Amazônia;80;725,63784;Brasnorte;MT;"13°12'10,56"" S";"57°51'05,05"" O";21/10/2014;04/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;1237,6793;12,38;261,3513;976,3282;0;Não Analisada;0;0;261,3513;261,3513;3,1543;0
MT-5101902-D9754559A6C6421B8E395F3AE3182094;Sim;Sim;Amazônia;80;5868,110221;Brasnorte;MT;"13°08'24,59"" S";"58°07'33,07"" O";20/10/2014;22/10/2015;--;Pendente;IRU;PE;Aguardando análise;--;13720,9046;137,209;0;8795,11472;24,02618874;Não Analisada;0;0;4860,4877;4860,4877;248,1257588;0
MT-5101902-F871EDAC144944E798EFF036FA5400AC;Sim;Sim;Amazônia;80;432,06158;Brasnorte;MT;"11°46'54,57"" S";"58°03'49,68"" O";19/10/2014;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;1198,6166;11,99;452,7637;694,6794;0;Não Analisada;435,9045;0;0;435,9045;90,9272;0
MT-5101902-16DEE12FA73E4BAAB71D7B7BBBD663E5;Nâo;Nâo;Amazônia;80;1342,993882;Brasnorte;MT;"12°34'10,72"" S";"57°45'18,96"" O";20/10/2014;20/10/2014;--;Cancelado;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA;--;4442,0663;44,4207;3717,428109;0;0;Não Analisada;0;0;2111,8757;2111,8757;98,78345816;0
MT-5101902-8C4B7B419C714A96B3CB48A13BCCB37E;Sim;Nâo;Amazônia;80;282,13316;Brasnorte;MT;"13°11'03,66"" S";"58°07'12,84"" O";04/08/2018;04/12/2018;--;Ativo;IRU;AT;Aguardando análise;--;679,4582;6,79;327,8517;349,9088;0;Não Analisada;237,2418;0;0;237,2418;24,1916;0
MT-5101902-A64F7A307BB047D09F2DC1D8E1F3A45E;Nâo;Sim;Amazônia;80;237,1336235;Brasnorte;MT;"12°45'57,11"" S";"58°15'29,67"" O";01/05/2015;01/05/2015;--;Ativo;IRU;AT;Aguardando análise;--;597,1073;5,9711;0;358,2909931;0;Não Analisada;0;0;234,7423;234,7423;5,809916477;0
MT-5101902-585EF0453FC9420698905ACA9874417F;Sim;Sim;Amazônia;80;328,4116889;Brasnorte;MT;"12°49'50,61"" S";"58°14'40,09"" O";01/05/2015;26/10/2015;--;Ativo;IRU;AT;Aguardando análise;--;429,4824;4,2948;428,6695294;0;0;Não Analisada;0;0;10,3654;10,3654;4,808831139;0
MT-5101902-00AF94BFF441485D90DB143A2CC0D5ED;Nâo;Sim;Amazônia;80;521,4211;Brasnorte;MT;"12°34'42,8"" S";"58°13'28,71"" O";26/03/2020;26/03/2020;--;Ativo;IRU;AT;Aguardando análise;--;687,2025;6,87;28,3409;658,8616;0;Não Analisada;0;28,3409;0;28,3409;0;0
MT-5101902-CF657FE7609C4F62ACB0EB40735D6BD2;Sim;Sim;Amazônia;80;200,79604;Brasnorte;MT;"12°46'51,46"" S";"58°13'11,21"" O";19/10/2014;12/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;504,4073;5,04;196,6997;307,3998;0;Não Analisada;0;196,6997;0;196,6997;6,0301;0
MT-5101902-EA0499199C254DA6AE4EB3DA4F596C33;Sim;Sim;Amazônia;80;248,06086;Brasnorte;MT;"12°25'08,19"" S";"58°18'52,23"" O";11/11/2018;29/07/2019;--;Ativo;IRU;AT;Aguardando análise;--;610,6867;6,11;225,5796;381,1068;0;Não Analisada;0;225,5796;0;225,5796;14,9089;0
MT-5101902-C9D9504A44844C09AFC6348FE05A676B;Sim;Sim;Amazônia;80;-113,3155864;Brasnorte;MT;"12°14'46,99"" S";"58°15'34,85"" O";19/02/2016;04/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3408,3667;34,0837;205,6252202;459,004938;0;Não Analisada;2724,7096;0;0;2724,7096;115,2993464;0
MT-5101902-E34BD023C13B4A5FB6A679151A07C2B0;Sim;Sim;Amazônia;80;494,08416;Brasnorte;MT;"12°45'40,79"" S";"58°15'38,28"" O";19/10/2014;30/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;1130,4152;11,3;403,8222;555,0371;0;Não Analisada;0;403,8222;0;403,8222;6,4258;0
MT-5101902-A800C5C9E0714CB1987DA9134846D4C4;Nâo;Sim;Amazônia;80;1665,37958;Brasnorte;MT;"11°52'33,44"" S";"58°19'16,83"" O";17/06/2019;17/06/2019;--;Ativo;IRU;AT;Aguardando análise;--;4233,8726;42,34;1568,4542;2649,0385;0;Não Analisada;1568,4542;0;0;1568,4542;153,2643;0
MT-5101902-2F00104169514C7A901DF855165B1CAB;Sim;Sim;Amazônia;80;1307,168224;Brasnorte;MT;"12°41'03,2"" S";"57°49'38,56"" O";24/11/2014;02/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3002,2709;30,0227;2397,993304;595,4576605;0;Não Analisada;0;0;1042,1396;1042,1396;52,50889585;0
MT-5101902-FCE65496FC05441F940A5B2676500DC7;Nâo;Sim;Amazônia;80;400,28296;Brasnorte;MT;"12°54'02,94"" S";"57°43'28,13"" O";02/06/2016;02/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;500,3537;5,0035;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-4FE6A0059BEF4914B0473DB1A603CD8A;Nâo;Sim;Amazônia;80;201,4973026;Brasnorte;MT;"12°54'07,26"" S";"57°45'56"" O";02/06/2016;02/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;500,0558;5,0006;0;56,49890719;0;Não Analisada;0;0;180,5281;180,5281;18,01923739;0
MT-5101902-8912AAA306184DAB8EA5A195911B332F;Nâo;Sim;Amazônia;80;354,1455904;Brasnorte;MT;"12°40'02,54"" S";"58°21'50,92"" O";02/06/2016;02/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;900,0083;9,0001;892,8925886;0;0;Não Analisada;0;0;337,9781;337,9781;27,88294964;0
MT-5101902-E8F04AC1E1174364994E6B4BBF75C0E0;Sim;Sim;Amazônia;80;288,6654809;Brasnorte;MT;"12°03'40"" S";"58°21'44,02"" O";20/10/2014;02/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;1975,9178;19,7592;0;739,2414743;0;Não Analisada;0;0;1223,8683;1223,8683;68,20045909;0
MT-5101902-E951E3113F1446F0B120332592CBA349;Sim;Sim;Amazônia;80;559,5267;Brasnorte;MT;"12°58'05,63"" S";"57°59'18,75"" O";19/09/2016;15/07/2020;--;Ativo;IRU;AT;Aguardando análise;--;1000,021;10;234,2491;765,6131;0;Não Analisada;234,2491;0;0;234,2491;6,241;0
MT-5101902-23F9B6CF72A6496C8E79902C5BE2C970;Sim;Sim;Amazônia;80;2252,18818;Brasnorte;MT;"11°38'16,59"" S";"58°08'38,23"" O";21/10/2014;04/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;8161,7536;81,62;3901,0736;4231,2679;0;Não Analisada;0;3901,0736;0;3901,0736;376,1411;0
MT-5101902-E2B96AE00F8647DF8EFC35219937887C;Nâo;Sim;Amazônia;80;346,8945425;Brasnorte;MT;"12°54'39,95"" S";"57°44'08,99"" O";02/06/2016;02/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;905,8778;9,0588;800,6219487;103,8826563;0;Não Analisada;0;0;368,6608;368,6608;9,146897522;0
MT-5101902-69722731FA584A14A6013F84655D0588;Nâo;Nâo;Amazônia;80;-510,9903605;Brasnorte;MT;"12°41'27,77"" S";"57°35'26,72"" O";03/06/2016;03/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3302,4756;33,0394;2858,682916;53,7735763;0;Não Analisada;3148,6049;0;0;3148,6049;4,365940487;0
MT-5101902-0E116D4545BC4A60AF7B0B4E90C0F4A4;Sim;Sim;Amazônia;80;846,4809086;Brasnorte;MT;"12°59'02,28"" S";"58°09'21,97"" O";20/10/2014;03/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;1912,1372;19,1214;652,0087107;1254,725524;0;Não Analisada;0;0;652,0087;652,0087;31,22015144;0
MT-5101902-F4B35D1E4A2A4850BB74F233027FEE7F;Nâo;Sim;Amazônia;80;445,9276444;Brasnorte;MT;"12°49'18,07"" S";"58°05'14,4"" O";03/06/2016;03/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;710,1799;7,1018;119,3380152;584,1990721;6,152609028;Não Analisada;0;0;119,338;119,338;2,87827555;0
MT-5101902-EAE02B152A62485FAA95EA3DBA9424E4;Nâo;Sim;Amazônia;80;3278,52936;Brasnorte;MT;"12°03'54,7"" S";"57°54'19,36"" O";03/06/2016;03/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;4098,1617;40,9816;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-6483A20679234C34B60997FC8BD57EBB;Nâo;Sim;Amazônia;80;2780,33096;Brasnorte;MT;"12°20'59,63"" S";"57°59'24"" O";04/06/2016;04/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3475,4137;34,7541;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-3C1148DAC2104F34B98C4BF57ACBFB63;Nâo;Sim;Amazônia;80;2886,9308;Brasnorte;MT;"12°24'24,4"" S";"58°00'44"" O";04/06/2016;04/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3608,6635;36,0866;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-AF5441BDDFF3450A9F1E38D8274B7631;Nâo;Sim;Amazônia;80;2785,37528;Brasnorte;MT;"12°18'19,88"" S";"57°59'36,35"" O";04/06/2016;04/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3481,7191;34,8172;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-5CD3BAF0543842EAA37A1BA9FF90D013;Nâo;Sim;Amazônia;80;2944,22144;Brasnorte;MT;"12°20'29,19"" S";"57°55'37,59"" O";04/06/2016;04/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3680,2768;36,8028;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-0CFDB0B923914618A2A9517995EF7C94;Nâo;Sim;Amazônia;80;2396,14264;Brasnorte;MT;"12°22'51,42"" S";"57°56'24,4"" O";04/06/2016;04/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;2995,1783;29,9518;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-5345FE12220F4627AD5D79EE588CCCD5;Nâo;Sim;Amazônia;80;3065,9716;Brasnorte;MT;"12°16'40,22"" S";"58°01'12,39"" O";04/06/2016;04/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3832,4645;38,3246;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-DB9A8C8872F244D085281D0E33904115;Nâo;Sim;Amazônia;80;2963,1108;Brasnorte;MT;"12°24'46,1"" S";"57°56'37,84"" O";04/06/2016;04/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3703,8885;37,0389;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-779860F328F248F4A7245F456F81BA97;Nâo;Sim;Amazônia;80;2505,94656;Brasnorte;MT;"12°26'18,73"" S";"57°56'45,8"" O";04/06/2016;04/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3132,4332;31,3243;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-D4E5EEE9720E4982B122CF8195C18D06;Nâo;Sim;Amazônia;80;2419,77696;Brasnorte;MT;"12°18'02,04"" S";"57°55'34,33"" O";04/06/2016;04/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3024,7212;30,2472;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-28FC28C42F43435084A4B7ADB6DCB160;Nâo;Nâo;Amazônia;80;-50,83819516;Brasnorte;MT;"11°58'07,79"" S";"57°54'19,26"" O";04/06/2016;04/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;743,5694;7,4357;0;127,8208557;0;Não Analisada;0;0;609,4809;609,4809;36,21281516;0
MT-5101902-985911E5854E4ED280780B003BFF1930;Sim;Sim;Amazônia;80;264,62718;Brasnorte;MT;"12°02'33,76"" S";"58°08'45,93"" O";22/10/2014;10/03/2021;--;Ativo;IRU;AT;Aguardando análise;--;799,2506;8,187;318,2656;470,4071;0;Não Analisada;232,9737;85,2919;0;318,2656;56,5077;0
MT-5101902-7879D9911FD94050ABEB833993158F6F;Sim;Sim;Amazônia;80;449,7117106;Brasnorte;MT;"12°49'16,38"" S";"57°24'30,24"" O";02/06/2016;14/03/2017;--;Ativo;IRU;AT;Aguardando análise;--;1102,5036;11,025;0;710,6466536;0;Não Analisada;0;0;387,9809;387,9809;44,31026936;0
MT-5101902-EB5BEA754DCC4EC39B6C45BA0CEBF9A3;Sim;Sim;Amazônia;80;355,85368;Brasnorte;MT;"12°50'54,79"" S";"57°22'48,68"" O";09/11/2020;09/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;444,8171;4,45;;;;--;;;;0;;
MT-5101902-8D61C494CBD646819CBBB1DA86CD6D5F;Nâo;Sim;Amazônia;80;-66,82985207;Brasnorte;MT;"12°23'22,38"" S";"57°55'15,2"" O";08/06/2016;08/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;1339,4235;13,3942;1315,757117;17,8871807;0;Não Analisada;0;0;1082,8062;1082,8062;55,56245207;0
MT-5101902-CF8F790AB9C34B008F9F6C7109A47B7F;Nâo;Sim;Amazônia;80;-24,41851295;Brasnorte;MT;"12°23'18,6"" S";"57°56'59,46"" O";08/06/2016;08/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;1339,3505;13,3935;1336,915005;0;0;Não Analisada;0;0;1081,1435;1081,1435;14,75541295;0
MT-5101902-90C38B3AD2C14F1D8244CFE586B5F7B5;Nâo;Sim;Amazônia;80;-32,74000402;Brasnorte;MT;"12°25'41,27"" S";"57°55'22,07"" O";08/06/2016;08/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;1108,7262;11,0873;1105,097605;0;0;Não Analisada;0;0;896,98;896,98;22,74096402;0
MT-5101902-C4942105487C4498B3781AC98D034EFE;Nâo;Sim;Amazônia;80;-14,08774;Brasnorte;MT;"12°25'45,54"" S";"57°54'01,12"" O";08/06/2016;08/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;1108,7257;11,0873;1108,725687;0;0;Não Analisada;0;0;901,0683;901,0683;0;0
MT-5101902-D3FC2711B34C407F8CD0F4E9D0045C6A;Nâo;Sim;Amazônia;80;-38,7162486;Brasnorte;MT;"12°25'37,73"" S";"57°57'53,9"" O";08/06/2016;08/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;1108,7261;11,0873;1102,263569;0;0;Não Analisada;0;0;887,3642;887,3642;38,3329286;0
MT-5101902-A79197D3F59B4085B8C39D7E60F540C6;Nâo;Nâo;Amazônia;80;-57,54577608;Brasnorte;MT;"12°36'44,19"" S";"57°45'10,04"" O";10/06/2016;10/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;4810,0657;48,1007;4581,281666;218,186115;0;Não Analisada;0;0;3844,0916;3844,0916;61,50673608;0
MT-5101902-1F3A6D3B0E08492BA49ABE613291F91D;Sim;Sim;Amazônia;80;444,82674;Brasnorte;MT;"12°48'12,15"" S";"58°22'26,85"" O";14/12/2016;06/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;1102,0353;11,02;1101,2867;0;0;Não Analisada;0;388,9872;0;388,9872;47,8143;0
MT-5101902-370CEB7966D24B32AB22730770ED2ED0;Sim;Sim;Amazônia;80;320,5016654;Brasnorte;MT;"12°41'37,92"" S";"58°04'33,01"" O";02/06/2016;13/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;786,4302;7,8643;282,780512;495,1375091;4,035560028;Não Analisada;0;0;282,7805;282,7805;25,86199464;0
MT-5101902-7B46FEF6B4BE4027922F6AF6627070A0;Sim;Sim;Amazônia;80;857,80304;Brasnorte;MT;"12°56'32,46"" S";"58°03'49,62"" O";22/10/2014;27/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;1072,2538;10,7225;0;1072,253756;0;Não Analisada;0;0;0;0;0;0
MT-5101902-349DD1B687314AF38E95E67AE4683F4E;Nâo;Sim;Amazônia;80;1780,333301;Brasnorte;MT;"12°59'27,33"" S";"57°25'02,86"" O";22/01/2015;22/01/2015;--;Ativo;IRU;AT;Aguardando análise;--;3116,601;31,166;860,114232;2242,064635;0;Não Analisada;627,0006;0;0;627,0006;85,9468988;0
MT-5101902-E940B8F95A7B4BBAB605E3657A02D086;Sim;Sim;Amazônia;80;1538,595486;Brasnorte;MT;"13°09'57,35"" S";"57°55'54,15"" O";19/10/2014;30/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;2655,6728;26,5567;552,3286349;2097,508224;0;Não Analisada;0;0;552,3286;552,3286;33,61415441;0
MT-5101902-DEEB5BDAE930420E8761970E36AAA913;Sim;Sim;Amazônia;80;6527,212985;Brasnorte;MT;"13°11'25,89"" S";"57°59'20,09"" O";19/10/2014;30/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;13225,7686;132,2577;3878,793785;9274,052102;40,37870267;Não Analisada;0;0;3878,7938;3878,7938;174,6080954;0
MT-5101902-82EF1ACD47664D20A4EA6F9F48B90523;Nâo;Sim;Amazônia;80;394,63536;Brasnorte;MT;"12°11'58,21"" S";"58°01'57,75"" O";17/12/2019;17/12/2019;--;Ativo;IRU;AT;Aguardando análise;--;1034,0017;10,34;401,6532;629,2779;0;Não Analisada;401,6532;0;0;401,6532;30,9128;0
MT-5101902-1B3D14CC59CF46069BFEEF10B45A97CC;Nâo;Sim;Amazônia;80;428,0862169;Brasnorte;MT;"12°47'09,43"" S";"57°42'14,2"" O";06/07/2016;06/07/2016;--;Ativo;IRU;AT;Aguardando análise;--;2125,0851;21,2509;0;929,6973294;0;Não Analisada;0;0;1176,7044;1176,7044;95,27746312;0
MT-5101902-91D880DECF8F4B47BE44FF472F0B70AE;Sim;Sim;Amazônia;80;130,9844069;Brasnorte;MT;"12°15'05,17"" S";"57°59'56,27"" O";22/10/2014;14/07/2016;--;Ativo;IRU;AT;Aguardando análise;--;643,7275;6,4373;306,6443606;298,2491581;0;Não Analisada;0;0;306,6444;306,6444;77,35319308;0
MT-5101902-6A667FBA6C1D4498AC50F8594FEBCFAA;Nâo;Sim;Amazônia;80;1301,34507;Brasnorte;MT;"12°41'35,34"" S";"58°20'59,06"" O";14/01/2016;14/01/2016;--;Ativo;IRU;AT;Aguardando análise;--;3188,5444;31,8854;922,3424301;1015,27887;0;Não Analisada;0;0;1177,0479;1177,0479;72,44254993;0
MT-5101902-038C224F91864366836C21D7D412D0C0;Sim;Sim;Amazônia;80;639,6276;Brasnorte;MT;"13°06'54,75"" S";"57°46'54"" O";20/10/2014;04/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;799,5345;8;0;799,5345;0;Não Analisada;0;0;0;0;0;0
MT-5101902-1AA980D80F74412A9978C9295B00ADA7;Sim;Sim;Amazônia;80;17,04982;Brasnorte;MT;"12°03'52,01"" S";"58°03'55,7"" O";22/10/2014;07/08/2020;--;Ativo;IRU;AT;Aguardando análise;--;762,6799;7,63;551,0974;210,6156;0;Não Analisada;0;551,0974;0;551,0974;41,9967;0
MT-5101902-BCC9797FD027438FBD852B8B54CAFCB3;Nâo;Nâo;Amazônia;80;704,9495956;Brasnorte;MT;"12°35'11,63"" S";"58°10'55,47"" O";22/10/2014;22/10/2014;28/07/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;1692,2133;16,9221;614,40201;0;0;Não Analisada;0;0;614,402;614,402;34,41904436;0
MT-5101902-C7EC06182CE5412C923885B1980930F3;Sim;Sim;Amazônia;80;-62,27845717;Brasnorte;MT;"12°25'57,29"" S";"57°59'15,37"" O";08/06/2016;25/07/2016;--;Ativo;IRU;AT;Aguardando análise;--;1108,7277;11,0873;1102,12441;0;0;Não Analisada;0;0;909,3644;909,3644;39,89621717;0
MT-5101902-D1F86B69E97F497EABCA49EF2A370629;Nâo;Nâo;Amazônia;80;501,5409542;Brasnorte;MT;"12°33'16,43"" S";"58°11'40,53"" O";22/10/2014;22/10/2014;28/07/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;2139,7435;21,3974;1119,939215;0;0;Não Analisada;0;0;1119,9392;1119,9392;90,31464585;0
MT-5101902-F50E97E19D9843C4A3B5B074D6CAA3D4;Sim;Sim;Amazônia;80;489,47928;Brasnorte;MT;"12°54'18,89"" S";"58°04'55,57"" O";20/10/2014;12/12/2019;--;Ativo;IRU;AT;Aguardando análise;--;611,8491;6,12;0;611,8491;0;Não Analisada;0;0;0;0;0;0
MT-5101902-D061084BDDEA454B8EA950F8254A2277;Sim;Sim;Amazônia;80;218,16412;Brasnorte;MT;"12°49'11,25"" S";"57°46'21,22"" O";24/11/2014;19/08/2019;--;Ativo;IRU;AT;Aguardando análise;--;501,6969;5,02;181,6316;317,6942;0;Não Analisada;181,6316;0;0;181,6316;1,5618;0
MT-5101902-5838963D329B47A794B93BAF757236E5;Nâo;Nâo;Amazônia;80;167,1821573;Brasnorte;MT;"12°37'10,96"" S";"58°06'07,56"" O";02/06/2015;02/06/2015;05/08/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;484,2838;4,8428;59,96857847;198,5463035;11,05566954;Não Analisada;0;0;212,9775;212,9775;7,267382742;0
MT-5101902-74FCE9427F6C496AAC95BCE0E79C2F40;Nâo;Sim;Amazônia;80;56,87184185;Brasnorte;MT;"12°39'18,82"" S";"58°11'18,03"" O";04/06/2016;04/06/2016;05/08/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;513,9139;5,1391;352,4029691;160,4057253;0;Não Analisada;0;0;352,403;352,403;1,856278147;0
MT-5101902-DE55EC6B48B84C2B9FD5351C27B10B6A;Nâo;Nâo;Amazônia;80;853,93902;Brasnorte;MT;"12°40'25,07"" S";"58°12'17,99"" O";07/07/2015;07/07/2015;05/08/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;1180,8309;11,8083;0;1065,323134;24,78040379;Não Analisada;0;0;90,7257;90,7257;0;0
MT-5101902-588B29DFB32C4435B8F96804895330B4;Nâo;Nâo;Amazônia;80;632,856027;Brasnorte;MT;"12°37'53,59"" S";"58°10'41,52"" O";22/10/2014;22/10/2014;17/02/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;2001,1953;20,012;915,4944306;0;0;Não Analisada;0;0;915,4944;915,4944;52,60581299;0
MT-5101902-E37CA96DEDBB49FEB00069F5AEAE5BE6;Nâo;Sim;Amazônia;80;-190,3784436;Brasnorte;MT;"13°02'36,79"" S";"57°31'47,84"" O";01/05/2015;01/05/2015;17/02/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;2002,2206;20,0222;0;283,8505642;0;Não Analisada;0;0;1701,1063;1701,1063;91,04862364;0
MT-5101902-518ADB642B14446BB12A230B170A9585;Nâo;Sim;Amazônia;80;445,1496885;Brasnorte;MT;"12°44'24,03"" S";"57°44'47,56"" O";08/02/2017;08/02/2017;--;Ativo;IRU;AT;Aguardando análise;--;1050,035;10,5003;493,4588849;552,0026268;0;Não Analisada;0;0;367,5122;367,5122;27,3661115;0
MT-5101902-C2D9976561E44F49B33C53B08ADDBD41;Sim;Nâo;Amazônia;80;192,7486031;Brasnorte;MT;"13°05'17,09"" S";"57°28'19,95"" O";22/10/2014;09/08/2016;--;Ativo;IRU;AT;Aguardando análise;--;3112,1358;31,1214;2250,369677;861,2676714;0;Não Analisada;0;0;2250,3697;2250,3697;46,59033686;0
MT-5101902-F66C6C12CF9245178914573A8FDD3333;Sim;Sim;Amazônia;80;-325,89212;Brasnorte;MT;"12°39'51,69"" S";"57°45'04,23"" O";04/04/2016;04/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;6142,2531;61,42;6132,0238;0;0;Não Analisada;0;5132,0809;0;5132,0809;107,6137;0
MT-5101902-C5DAA54CEAC742F28139A07DDC92B22F;Sim;Sim;Amazônia;80;2629,18782;Brasnorte;MT;"11°40'17,45"" S";"58°14'59,86"" O";20/10/2014;04/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;5502,0114;55,02;1627,5045;3857,032;0;Não Analisada;0;1627,5045;0;1627,5045;144,9168;0
MT-5101902-10F4553C07DF4708A4A97FB3D3C8D2B5;Nâo;Nâo;Amazônia;80;2380,35567;Brasnorte;MT;"12°22'07,32"" S";"58°05'48,8"" O";16/08/2016;16/08/2016;--;Ativo;IRU;AT;Aguardando análise;--;3012,7327;30,1273;2278,838407;728,4906249;0;Não Analisada;0;0;0;0;29,83048958;0
MT-5101902-E4246E4E84694163BDD7D66F11162F1C;Sim;Sim;Amazônia;80;1910,4425;Brasnorte;MT;"12°59'31,73"" S";"58°03'36,25"" O";22/10/2014;17/08/2016;--;Ativo;IRU;AT;Aguardando análise;--;2448,967;24,4897;48,73105668;2400,235099;0;Não Analisada;0;0;48,7311;48,7311;0;0
