Registro no CAR;Houve Retificação?;Aderiu ao PRA?;Bioma;% do Bioma;Défice Reserva Legal;Cidade;Estado;Latitude;Longitude;Data de Registro;Data da Última Retificação;Data de Análise;Status do Imóvel;Tipo de Imóvel;Situação;Condição;Condição PRA;Área;Módulo Fiscal;Área total de remanescentes de vegetação nativa;Área total de uso consolidado;Área total de servidão administrativa;Situação RL;Área de reserva legal averbada vetorizada;Área de reserva legal aprovada não averbada vetorizada;Área de reserva legal proposta vetorizada;Total de reserva legal declarada pelo proprietário/possuidor;Áreas de preservação permanente;Área de uso restrito
MT-5101902-3608D1B0B79D4FE8A38721E85CD5A8D9;Sim;Sim;Amazônia;80;414,71632;Brasnorte;MT;"13°10'51,6"" S";"57°50'55,16"" O";22/10/2014;02/09/2019;--;Ativo;IRU;AT;Aguardando análise;--;1002,5429;10,03;545,248;457,2026;0;Não Analisada;370,8603;0;0;370,8603;16,4577;0
MT-5101902-7002DA70B93F4EC6A3CD65908F6E1EBC;Sim;Nâo;Amazônia;80;336,14606;Brasnorte;MT;"12°59'40,4"" S";"57°50'47,92"" O";03/06/2016;12/07/2019;--;Ativo;IRU;AT;Aguardando análise;--;754,0102;7,54;388,7723;364,4264;0;Não Analisada;0;265,6516;0;265,6516;1,4105;0
MT-5101902-158000A21FFC404FA34D1DE49A7AEF13;Nâo;Sim;Amazônia;80;352,8472;Brasnorte;MT;"12°41'41,14"" S";"58°12'54,82"" O";03/06/2016;03/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;441,059;4,4106;0;441,0590002;0;Não Analisada;0;0;0;0;0;0
MT-5101902-F66DA49858024D1AA3623FE621AEECAA;Nâo;Sim;Amazônia;80;443,6691476;Brasnorte;MT;"12°37'14,23"" S";"57°49'21,08"" O";13/01/2016;13/01/2016;--;Ativo;IRU;AT;Aguardando análise;--;1019,5614;10,1956;154,3229745;507,9939743;0;Não Analisada;0;0;354,3398;354,3398;17,64017242;0
MT-5101902-9038843E7A6A4FE59AA74C800A0E3BCC;Sim;Nâo;Amazônia;80;-104,6938;Brasnorte;MT;"12°07'13,94"" S";"58°18'52,74"" O";21/10/2014;14/12/2018;--;Ativo;IRU;AT;Aguardando análise;--;484,0085;4,84;484,0085;0;0;Não Analisada;0;484,0085;0;484,0085;7,8921;0
MT-5101902-E22ACACEE1D845B5B2945CD9F47219B8;Nâo;Nâo;Amazônia;80;696,2679632;Brasnorte;MT;"12°43'20,21"" S";"57°45'12,46"" O";03/06/2016;03/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;2154,2602;21,5426;0;713,669741;0;Não Analisada;993,1183;0;0;993,1183;34,0218968;0
MT-5101902-5172E74C1B4249F3B110E91FAFF6A5AC;Nâo;Nâo;Amazônia;80;2853,944837;Brasnorte;MT;"12°56'02,81"" S";"57°22'34,42"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;5366,7737;53,6677;1237,753855;0;0;Não Analisada;0;0;1237,7539;1237,7539;201,7202228;0
MT-5101902-C723C7717FA2438FAD6434263A995FF8;Nâo;Sim;Amazônia;80;-47,95359327;Brasnorte;MT;"12°31'09,61"" S";"57°32'35,96"" O";16/06/2015;16/06/2015;--;Ativo;IRU;AT;Aguardando análise;--;2453,2371;24,5324;2445,335661;0;0;Não Analisada;0;0;1962,5898;1962,5898;47,95347327;0
MT-5101902-6E6E4E7D76884F10B594CC6CDED5050E;Nâo;Nâo;Amazônia;80;1566,407087;Brasnorte;MT;"12°32'19,53"" S";"57°46'41,27"" O";22/10/2014;22/10/2014;--;Cancelado;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA;--;4623,3195;46,2332;2111,742742;0;0;Não Analisada;2111,7427;0;0;2111,7427;20,50581284;0
MT-5101902-D48A43BBAF29463EB91C54DB5517BEF8;Sim;Sim;Amazônia;80;6,4386;Brasnorte;MT;"12°48'08,54"" S";"58°17'40,74"" O";07/04/2020;19/05/2020;--;Ativo;IRU;AT;Aguardando análise;--;1070,1;10,7;873,065;193,7473;0;Não Analisada;0;799,1786;0;799,1786;50,4628;0
MT-5101902-11748735FE134CEDA9EECCF95A8FD09E;Nâo;Sim;Amazônia;80;232,8452;Brasnorte;MT;"13°00'39,2"" S";"57°28'27,64"" O";26/07/2019;26/07/2019;--;Ativo;IRU;AT;Aguardando análise;--;947,6085;9,48;861,1489;83,237;0;Não Analisada;0;505,334;0;505,334;19,9076;0
MT-5101902-B5488D4D450749078B7FA0AE0EB79DA1;Sim;Sim;Amazônia;80;419,968;Brasnorte;MT;"13°11'59,37"" S";"58°02'25,82"" O";22/10/2014;12/05/2020;--;Ativo;IRU;AT;Aguardando análise;--;524,96;5,25;0;524,9532;0;Não Analisada;0;0;0;0;0;0
MT-5101902-00AAF1E2BF094A29BFA370E19514A675;Sim;Sim;Amazônia;80;-541,57684;Brasnorte;MT;"11°59'54,3"" S";"58°07'35,36"" O";21/10/2014;07/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;5089,5077;50,9;4360,8296;718,7554;0;Não Analisada;4296,4081;0;0;4296,4081;316,7749;0
MT-5101902-0AED5743074349C9875A01A0E5D7697E;Sim;Sim;Amazônia;80;323,91746;Brasnorte;MT;"12°44'35,3"" S";"58°18'59,96"" O";21/10/2014;30/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;748,2732;7,48;653,5443;93,8498;0;Não Analisada;0;261,5902;0;261,5902;13,1109;0
MT-5101902-F4040B21E1814BBF81312E7AC630D37B;Sim;Sim;Amazônia;80;482,6684;Brasnorte;MT;"12°43'13,39"" S";"58°15'52,44"" O";01/05/2015;22/12/2020;28/12/2020;Ativo;IRU;AT;Aguardando análise;--;1460,2835;14,6;633,2068;826,1275;0;Não Analisada;0;633,2068;0;633,2068;52,3516;30,1255306
MT-5101902-95A9BBC3E14B4C6983D071A1C4D43391;Sim;Sim;Amazônia;80;989,2764;Brasnorte;MT;"11°36'17,07"" S";"58°09'56,11"" O";22/10/2014;22/09/2020;22/09/2020;Ativo;IRU;AT;Em análise;--;5037,962;50,38;2841,3914;2182,8041;0;Não Analisada;0;2841,3914;0;2841,3914;199,7018;0
MT-5101902-431721A7EE784610BF74ED2EDFDFF915;Sim;Sim;Amazônia;80;1124,71256;Brasnorte;MT;"13°13'18,64"" S";"58°03'00,7"" O";20/10/2014;12/05/2020;--;Ativo;IRU;AT;Aguardando análise;--;1422,6622;14,23;13,4172;1409,2434;0;Não Analisada;0;13,4172;0;13,4172;0;0
MT-5101902-DB0FE8BABD564F388F9D096902E35612;Nâo;Sim;Amazônia;80;4246,89624;Brasnorte;MT;"13°11'51,38"" S";"57°42'06,31"" O";26/04/2019;26/04/2019;--;Ativo;IRU;AT;Aguardando análise;--;9976,0543;99,76;3553,2082;6401,9433;0;Não Analisada;0;3552,9608;0;3552,9608;180,9864;0
MT-5101902-29942923CD8646F483A775FD29B8053A;Sim;Sim;Amazônia;80;375,6259;Brasnorte;MT;"13°07'03,52"" S";"57°40'54,85"" O";19/10/2014;25/07/2019;--;Ativo;IRU;AT;Aguardando análise;--;1081,275;10,81;485,1676;594,7379;0;Não Analisada;0;485,1676;0;485,1676;4,2265;0
MT-5101902-4606A3B5B0474E7DBACC0CF3FAFF1D81;Nâo;Sim;Amazônia;80;1531,96288;Brasnorte;MT;"12°02'45,99"" S";"58°19'16,48"" O";02/04/2019;02/04/2019;--;Ativo;IRU;AT;Aguardando análise;--;2540,2236;25,4;488,7471;2050,96;0;Não Analisada;0;488,7471;0;488,7471;11,4689;0
MT-5101902-5CF5A478F5124FE08A08FAEE88AFE702;Sim;Sim;Amazônia;80;-121,51288;Brasnorte;MT;"12°16'12,81"" S";"58°15'55,03"" O";24/11/2014;19/06/2020;--;Ativo;IRU;AT;Aguardando análise;--;3449,1504;34,49;2757,3271;689,2064;0;Não Analisada;2757,3271;0;0;2757,3271;123,5061;0
MT-5101902-02F2B75784AC4080BA9E06E12CB2E3A0;Sim;Nâo;Amazônia;80;228,09784;Brasnorte;MT;"12°53'14,2"" S";"58°12'15,06"" O";28/04/2015;22/11/2019;22/01/2020;Ativo;IRU;AT;Aguardando análise;--;562,9293;5,63;555,971;5,6604;0;Não Analisada;0;196,9205;0;196,9205;25,3251;0
MT-5101902-9CD7A27B0E544A9F98EF5C3A3AD5A343;Sim;Sim;Amazônia;80;393,2961;Brasnorte;MT;"12°42'48,66"" S";"58°22'21,14"" O";18/07/2015;04/04/2019;--;Ativo;IRU;AT;Aguardando análise;--;930,688;9,31;537,9531;392,2482;0;Não Analisada;0;325,5594;0;325,5594;25,6949;0
MT-5101902-E230508A8FFB4537A06FF1A1A7277285;Sim;Sim;Amazônia;80;249,67388;Brasnorte;MT;"12°39'46,65"" S";"58°19'12,36"" O";09/05/2015;22/12/2020;28/12/2020;Ativo;IRU;AT;Aguardando análise;--;573,3596;5,73;382,6914;190,6662;0;Não Analisada;0;196,2218;0;196,2218;12,792;0
MT-5101902-8993DF4A9C9544C9A03CBA5C6D1CE19D;Sim;Sim;Amazônia;80;344,8909;Brasnorte;MT;"11°59'54,94"" S";"57°58'43,98"" O";05/02/2016;11/09/2019;--;Ativo;IRU;AT;Aguardando análise;--;488,5075;4,89;45,9151;442,447;0;Não Analisada;0;45,9151;0;45,9151;0;0
MT-5101902-E6641117130841F9995124088167A313;Sim;Sim;Amazônia;80;-37,568;Brasnorte;MT;"13°05'09,98"" S";"57°38'53,11"" O";08/05/2019;21/05/2019;--;Ativo;IRU;AT;Aguardando análise;--;402,4555;4,02;351,092;49,9037;0;Não Analisada;0;351,092;0;351,092;8,4404;0
MT-5101902-16982D596E44434C906F074DC3034F58;Sim;Sim;Amazônia;80;2686,7908;Brasnorte;MT;"12°33'00,82"" S";"58°05'46,58"" O";28/10/2014;02/04/2019;09/08/2018;Ativo;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12);--;6288,3005;62,88;2724,2339;3545,0126;0;Não Analisada;2198,0008;0;0;2198,0008;145,8488;0
MT-5101902-6A303C31153F4C38A867F35C51FC435B;Sim;Sim;Amazônia;80;1538,21488;Brasnorte;MT;"12°59'27,21"" S";"57°25'03,1"" O";04/05/2019;28/08/2019;--;Ativo;IRU;AT;Aguardando análise;--;3118,9951;31,19;862,5102;2251,5731;0;Não Analisada;862,5096;0;0;862,5096;94,4716;0
MT-5101902-0568969EBAFD448E830865A2CFCDD905;Sim;Sim;Amazônia;80;702,75142;Brasnorte;MT;"13°11'03,94"" S";"58°03'59,17"" O";05/08/2018;28/08/2019;--;Ativo;IRU;AT;Aguardando análise;--;999,4779;9,99;91,9425;907,1497;0;Não Analisada;0;91,9425;0;91,9425;4,8884;0
MT-5101902-B863AB1EEDB04718869875959583D526;Sim;Sim;Amazônia;80;1364,08438;Brasnorte;MT;"13°03'39,06"" S";"57°41'16"" O";04/06/2015;26/10/2020;17/02/2016;Pendente;IRU;PE;Aguardando análise;--;2827,4106;28,27;851,177;1958,8068;0;Não Analisada;0;851,177;0;851,177;46,6671;0
MT-5101902-E077C7C5D29747EEA183B99C63CB751B;Sim;Sim;Amazônia;80;938,34042;Brasnorte;MT;"12°49'10,78"" S";"58°15'24,99"" O";07/10/2016;17/03/2020;--;Ativo;IRU;AT;Aguardando análise;--;2215,1604;22,15;1798,3875;413,0611;0;Não Analisada;0;788,9287;0;788,9287;44,8592;0
MT-5101902-A4E1AE2AE86B4779A458979DE3D6A5DF;Sim;Sim;Amazônia;80;443,69748;Brasnorte;MT;"11°53'05,92"" S";"58°00'00,68"" O";11/08/2015;17/10/2019;--;Ativo;IRU;AT;Aguardando análise;--;8531,9881;85,32;5587,4829;2891,5973;0;Não Analisada;0;5587,4829;0;5587,4829;794,4101;0
MT-5101902-64A82BC690F2404D9ADE6C0D9F06112A;Nâo;Nâo;Amazônia;80;2047,48104;Brasnorte;MT;"12°58'52,93"" S";"57°33'06,9"" O";15/10/2015;15/10/2015;--;Ativo;IRU;AT;Aguardando análise;--;2559,3513;25,5935;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-169DEA3CD0B14257918593CF1294B94A;Sim;Sim;Amazônia;80;187,72956;Brasnorte;MT;"12°47'31,96"" S";"58°15'35,36"" O";14/03/2017;23/12/2019;--;Ativo;IRU;AT;Aguardando análise;--;464,1257;4,64;400,0117;52,014;0;Não Analisada;0;171,4764;0;171,4764;12,0946;0
MT-5101902-10D06601305341F48FBA4E271B20E41C;Sim;Sim;Amazônia;80;752,38344;Brasnorte;MT;"12°57'03,5"" S";"57°23'29,21"" O";02/06/2015;03/12/2019;--;Ativo;IRU;AT;Aguardando análise;--;1571,8143;15,72;476,2771;1088,4942;0;Não Analisada;466,6393;0;0;466,6393;38,4287;0
MT-5101902-7564DE6407E74B0E97C00FD0C1206FEE;Sim;Sim;Amazônia;80;957,65616;Brasnorte;MT;"13°02'33,27"" S";"57°31'35,45"" O";17/12/2020;12/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;2447,9672;24,48;2109,0215;337,7142;0;Não Analisada;928,8901;0;0;928,8901;71,8275;0
MT-5101902-1D9C1850CE394BDE93A2C27026897A68;Sim;Sim;Amazônia;80;392,416;Brasnorte;MT;"12°56'56,82"" S";"58°02'25,06"" O";20/10/2014;20/01/2020;20/01/2020;Ativo;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12);--;490,52;4,91;0;490,52;0;Não Analisada;0;0;0;0;0;0
MT-5101902-1951981B742D4E9A84381883B4522C70;Nâo;Sim;Amazônia;80;69,3014;Brasnorte;MT;"12°39'08,46"" S";"57°48'35,23"" O";17/02/2020;17/02/2020;--;Ativo;IRU;AT;Aguardando análise;--;599,748;6;544,8559;53,8184;0;Não Analisada;0;403,5905;0;403,5905;6,9065;0
MT-5101902-0B9406E1976D4B2784C98C6CB9EEA910;Sim;Sim;Amazônia;80;363,2519;Brasnorte;MT;"13°11'14,13"" S";"57°50'58,76"" O";20/10/2014;18/02/2020;18/02/2020;Ativo;IRU;AT;Analisado sem pendências;--;1005,693;10,06;470,059;529,941;0;Não Analisada;0;433,6349;0;433,6349;7,6676;0
MT-5101902-A4B3A75DABEF40918F5DE7727C2186A1;Sim;Sim;Amazônia;80;32,2007;Brasnorte;MT;"11°59'41,93"" S";"58°03'18,27"" O";20/10/2014;07/04/2020;--;Ativo;IRU;AT;Aguardando análise;--;497,675;4,98;307,6606;186,0475;0;Não Analisada;307,6606;0;0;307,6606;58,2787;0
MT-5101902-F6046944159E4A68B391747FB02950EA;Sim;Sim;Amazônia;80;1033,68026;Brasnorte;MT;"13°09'43,22"" S";"57°50'20,86"" O";21/10/2014;11/03/2020;--;Ativo;IRU;AT;Aguardando análise;--;1971,9717;19,72;487,721;1483,5584;0;Não Analisada;0;487,721;0;487,721;56,1761;0
MT-5101902-2E85E339893C4C4899A8C8F26C4EB7D8;Nâo;Sim;Amazônia;80;53,067;Brasnorte;MT;"12°01'28,7"" S";"58°04'09,77"" O";02/04/2020;02/04/2020;--;Ativo;IRU;AT;Aguardando análise;--;1106,6415;11,07;686,987;410,326;0;Não Analisada;686,987;0;0;686,987;145,2592;0
MT-5101902-0882B34D3CE14F3FAB4C98AA76681021;Sim;Sim;Amazônia;80;511,3304;Brasnorte;MT;"13°11'45,09"" S";"58°07'02,69"" O";27/06/2019;06/03/2020;--;Ativo;IRU;AT;Aguardando análise;--;1519,5105;15,2;677,8814;839,1997;0;Não Analisada;677,8814;0;0;677,8814;26,3966;0
MT-5101902-E550E740F7404C79B2C592EF1CC50DAD;Sim;Nâo;Amazônia;80;389,27406;Brasnorte;MT;"12°45'02,91"" S";"58°18'04,17"" O";03/06/2020;29/07/2020;--;Ativo;IRU;AT;Aguardando análise;--;904,0762;9,04;579,6518;248,9223;0;Não Analisada;0;316,7125;0;316,7125;17,2744;0
MT-5101902-F63996D8DA66447F83E5B58019D8AC4A;Sim;Sim;Amazônia;80;552,02206;Brasnorte;MT;"12°45'27,75"" S";"58°03'03,66"" O";20/10/2014;01/04/2020;09/10/2019;Ativo;IRU;AT;Em análise;--;843,4397;8,43;122,7297;720,7099;0;Não Analisada;122,7297;0;0;122,7297;0;0
MT-5101902-5B9DD09E8D3F4119A5D8E613F6442F06;Sim;Sim;Amazônia;80;832,8646;Brasnorte;MT;"12°37'52,21"" S";"58°10'47,19"" O";07/04/2020;08/04/2020;--;Ativo;IRU;AT;Aguardando análise;--;1987,993;19,88;848,8454;1137,2343;0;Não Analisada;0;698,8732;0;698,8732;58,6566;0
MT-5101902-1D2133E9AE9B474F8BDD19743A0D061B;Sim;Nâo;Amazônia;80;740,24148;Brasnorte;MT;"13°03'18,35"" S";"57°33'22,72"" O";04/11/2014;01/04/2020;14/09/2017;Ativo;IRU;AT;Analisado sem pendências;--;1805,8416;18,06;1516,0425;281,4075;0;Não Analisada;0;629,1547;0;629,1547;75,2771;0
MT-5101902-E6B77D259F164C15BF5F87C83EB8ADE0;Sim;Sim;Amazônia;80;272,63812;Brasnorte;MT;"12°07'22,55"" S";"58°11'22,13"" O";21/10/2014;01/04/2020;15/09/2017;Ativo;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12);--;530,6504;5,31;143,0674;387,5887;0;Não Analisada;143,0626;0;0;143,0626;8,8196;0
MT-5101902-0D0BC874738E4EA19EB4E13A3748C029;Sim;Sim;Amazônia;80;603,71068;Brasnorte;MT;"12°53'37,23"" S";"58°05'49,21"" O";20/10/2014;08/04/2020;--;Ativo;IRU;AT;Aguardando análise;--;797,9731;7,98;22,6935;773,9939;0;Não Analisada;0;22,6935;0;22,6935;11,9743;0
MT-5101902-FAD924B8D6AF42958B175A12E7E8A7D7;Sim;Sim;Amazônia;80;-18,71482;Brasnorte;MT;"12°18'03,28"" S";"58°08'39,08"" O";27/07/2015;08/04/2020;--;Ativo;IRU;AT;Aguardando análise;--;711,7756;7,12;711,4647;0;0;Não Analisada;0;574,1855;0;574,1855;13,9498;0
MT-5101902-BD2DB18CDB5F4A31B91926D3546EA7D2;Nâo;Nâo;Amazônia;80;-15,29786;Brasnorte;MT;"12°39'24,11"" S";"57°29'27,37"" O";01/06/2020;01/06/2020;--;Ativo;IRU;AT;Aguardando análise;--;1390,7288;13,91;1389,3618;0;0;Não Analisada;1112,9083;0;0;1112,9083;14,9726;0
MT-5101902-35963E2410A54DEDA545503FC26D3AA7;Sim;Sim;Amazônia;80;1135,57596;Brasnorte;MT;"12°42'10,21"" S";"58°14'22,81"" O";20/10/2014;20/05/2020;--;Ativo;IRU;AT;Aguardando análise;--;2770,3687;27,7;1254,401;1513,9275;0;Não Analisada;971,8426;0;0;971,8426;108,8764;0
MT-5101902-A938A0510F814C8E84D3190C1EEB8C06;Sim;Sim;Amazônia;80;145,69518;Brasnorte;MT;"12°01'03,9"" S";"58°10'30,18"" O";15/12/2016;29/06/2020;--;Ativo;IRU;AT;Aguardando análise;--;484,0001;4,84;226,9411;256,3458;0;Não Analisada;226,9411;0;0;226,9411;14,5638;0
MT-5101902-BDAF2B9838434FDB835FC37B91127CB1;Sim;Sim;Amazônia;80;651,10644;Brasnorte;MT;"12°47'52,27"" S";"58°22'02,5"" O";10/01/2017;29/05/2020;--;Ativo;IRU;AT;Aguardando análise;--;2001,4438;20,01;940,1371;1060,0486;0;Não Analisada;0;940,1371;0;940,1371;9,9115;0
MT-5101902-59F45AB252BA4EA9970F32D551C912EA;Sim;Sim;Amazônia;80;612,96772;Brasnorte;MT;"11°48'40,48"" S";"58°05'57,37"" O";14/01/2020;20/07/2020;--;Ativo;IRU;AT;Aguardando análise;--;1347,8374;13,48;465,3022;882,3393;0;Não Analisada;465,3022;0;0;465,3022;0;0
MT-5101902-EAFBF87411FC483FB42B483C9D2C2479;Sim;Sim;Amazônia;80;92,41086;Brasnorte;MT;"12°03'10,71"" S";"58°05'35,29"" O";20/10/2014;08/07/2020;08/07/2020;Ativo;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12);--;513,6872;5,14;291,3557;132,2748;0;Não Analisada;238,2887;53,0671;0;291,3558;27,1831;0
MT-5101902-4F92FA82607F40D8B8BB13A7DD5AB2F9;Sim;Sim;Amazônia;80;248,1414;Brasnorte;MT;"12°02'51,15"" S";"58°06'57,51"" O";22/10/2014;16/07/2020;--;Ativo;IRU;AT;Aguardando análise;--;662,0585;6,62;244,5807;413,3031;0;Não Analisada;244,5807;0;0;244,5807;36,9247;0
MT-5101902-D4C34B6219424AEFB8DE80A40C6CBA8A;Sim;Sim;Amazônia;80;226,98446;Brasnorte;MT;"12°00'51,79"" S";"57°59'34,6"" O";21/10/2014;09/09/2020;03/03/2020;Ativo;IRU;AT;Aguardando análise;--;610,9787;6,11;209,0823;397,3927;0;Não Analisada;175,4924;0;33,5899;209,0823;52,7162;0
MT-5101902-880ADEE9B45F4CC382DD3BB54EA0730B;Sim;Sim;Amazônia;80;289,418;Brasnorte;MT;"12°02'31,18"" S";"58°02'55,23"" O";20/10/2014;04/08/2020;--;Ativo;IRU;AT;Aguardando análise;--;1366,8605;13,67;740,258;615,4869;0;Não Analisada;740,258;0;0;740,258;63,8124;0
MT-5101902-31FCD64711FE4EE0B01A38CDBCD0B97B;Sim;Sim;Amazônia;80;288,06956;Brasnorte;MT;"12°59'08,65"" S";"57°47'42,91"" O";04/03/2015;05/08/2020;--;Ativo;IRU;AT;Aguardando análise;--;2154,1742;21,54;1541,2639;611,3146;0;Não Analisada;0;1353,4463;0;1353,4463;81,8235;0
MT-5101902-ED8E7A7ED9E44D2595BDD5B70BF8D9D3;Sim;Sim;Amazônia;80;417,17858;Brasnorte;MT;"12°41'48,06"" S";"58°08'33,87"" O";19/10/2014;25/01/2021;--;Ativo;IRU;AT;Aguardando análise;--;821,8841;8,22;218,478;601,3045;0;Não Analisada;218,478;0;0;218,478;21,8507;0
MT-5101902-D90137B0B042475C8724ACE5113C3DB7;Sim;Nâo;Amazônia;80;245,7031;Brasnorte;MT;"13°09'09,57"" S";"57°50'18,35"" O";05/08/2018;21/09/2020;--;Ativo;IRU;AT;Aguardando análise;--;549,5965;5,5;288,0675;260,1464;0;Não Analisada;110,1471;82,3297;0;192,4768;1,4973;0
MT-5101902-24F6AF3E7A084A84B5DC750B73D3DEE2;Sim;Sim;Amazônia;80;360,55292;Brasnorte;MT;"13°04'26,78"" S";"57°45'16,19"" O";22/10/2014;05/08/2020;--;Ativo;IRU;AT;Aguardando análise;--;964,6344;9,65;386,6781;559,4482;0;Não Analisada;0;386,6781;0;386,6781;24,4765;0
MT-5101902-575D5C351039477C9F6459C73A913853;Sim;Nâo;Amazônia;80;58,8704;Brasnorte;MT;"12°15'50,34"" S";"57°58'43,74"" O";02/06/2016;07/09/2020;--;Ativo;IRU;AT;Aguardando análise;--;486,6095;4,87;446,7156;0;0;Não Analisada;0;296,1303;0;296,1303;34,2869;0
MT-5101902-77AF2225694C45F9825FEE575532E4E7;Sim;Sim;Amazônia;80;1376,57264;Brasnorte;MT;"12°39'54,44"" S";"57°40'34,63"" O";20/10/2014;31/07/2020;--;Ativo;IRU;AT;Aguardando análise;--;3927,1183;39,27;1694,1341;2229,181;0;Não Analisada;1694,1341;0;0;1694,1341;70,9879;0
MT-5101902-FBE70B1D588B48D9A263C17DF20A3D9F;Sim;Sim;Amazônia;80;704,69852;Brasnorte;MT;"12°34'50,81"" S";"58°04'36,42"" O";28/11/2014;21/12/2020;03/08/2016;Pendente;IRU;PE;Aguardando análise;--;1621,6769;16,22;561,6475;1055,9154;0;Não Analisada;561,6478;0;0;561,6478;30,9952;0
MT-5101902-67C725B6B8EF4B40BD44F00DEBCC5C10;Nâo;Nâo;Amazônia;80;-307,39736;Brasnorte;MT;"12°40'56,79"" S";"57°46'41,52"" O";15/08/2020;15/08/2020;--;Ativo;IRU;AT;Aguardando análise;--;9998,7188;99,99;9303,3496;667,3902;0;Não Analisada;0;8145,0872;0;8145,0872;161,2852;0
MT-5101902-3914DE395D5446ADAC921AB91AA227C1;Nâo;Sim;Amazônia;80;1195,6133;Brasnorte;MT;"13°11'56,02"" S";"57°57'44,03"" O";07/10/2020;07/10/2020;--;Ativo;IRU;AT;Aguardando análise;--;2863,335;28,63;1023,0976;1828,4404;0;Não Analisada;0;1023,102;0;1023,102;71,9527;0
MT-5101902-583B4508578D4BBE85E9B7B90F16A969;Sim;Sim;Amazônia;80;303,1322;Brasnorte;MT;"12°20'44,48"" S";"58°21'10,21"" O";04/05/2019;05/03/2021;--;Ativo;IRU;AT;Aguardando análise;--;1255,7985;12,56;646,9906;591,494;0;Não Analisada;0;646,4589;0;646,4589;55,0477;0
MT-5101902-FECC401DB47748BE9D5726C9D9676EA8;Sim;Sim;Amazônia;80;-80,10648;Brasnorte;MT;"12°48'43,16"" S";"58°16'44,32"" O";07/04/2020;17/09/2020;--;Ativo;IRU;AT;Aguardando análise;--;1076,2024;10,76;872,7054;198,8614;0;Não Analisada;0;872,7054;0;872,7054;68,363;0
MT-5101902-AC44D24C446B4627B3CF9BF9DCB6C87C;Sim;Sim;Amazônia;80;344,58386;Brasnorte;MT;"12°30'53,21"" S";"58°08'18,84"" O";22/10/2014;21/09/2020;--;Ativo;IRU;AT;Aguardando análise;--;976,3892;9,76;475,6987;495,0455;0;Não Analisada;386,5889;0;0;386,5889;49,9386;0
MT-5101902-8328AA5E85044590B818ABB50D2E9CA1;Nâo;Sim;Amazônia;80;271,48382;Brasnorte;MT;"12°02'53,72"" S";"58°25'51,6"" O";20/08/2020;20/08/2020;--;Ativo;IRU;AT;Aguardando análise;--;1377,1249;13,77;1377,1188;0;0;Não Analisada;0;830,2161;0;830,2161;0;0
MT-5101902-322478E3ED1B435DBB662F5C1522AEED;Sim;Nâo;Amazônia;80;277,12524;Brasnorte;MT;"12°30'04,34"" S";"58°07'12,11"" O";25/01/2019;17/09/2020;--;Ativo;IRU;AT;Aguardando análise;--;675,1753;6,75;398,7699;273,1902;0;Não Analisada;249,8258;0;0;249,8258;13,1892;0
MT-5101902-0463EA22AD7E43EF83D018D197FDF150;Sim;Sim;Amazônia;80;97,87734;Brasnorte;MT;"12°49'54,23"" S";"57°45'09,58"" O";22/10/2020;23/10/2020;--;Ativo;IRU;AT;Aguardando análise;--;1007,7328;10,08;700,9475;302,3757;0;Não Analisada;0;700,9475;0;700,9475;7,3614;0
MT-5101902-A78FE6F4575D4F97AE2131890CBE9BA7;Nâo;Nâo;Amazônia;80;-79,48076;Brasnorte;MT;"12°02'41,49"" S";"58°14'02,12"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;511,7003;5,117;488,8409579;0;0;Não Analisada;0;0;488,841;488,841;0;0
MT-5101902-6D0A8BFE3C8943EAB274E083B7F12463;Sim;Sim;Amazônia;80;290,40374;Brasnorte;MT;"12°03'16,14"" S";"58°16'45,67"" O";02/06/2016;25/07/2016;--;Ativo;IRU;AT;Aguardando análise;--;479,5768;4,7958;93,25769775;375,0938983;0;Não Analisada;0;0;93,2577;93,2577;0;0
MT-5101902-337219BEA11B48929CA024162C479FEF;Nâo;Nâo;Amazônia;80;-85,62857819;Brasnorte;MT;"12°03'48,34"" S";"58°15'47,68"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;718,8358;7,1884;655,5778685;0;0;Não Analisada;0;0;655,5779;655,5779;5,119318188;0
MT-5101902-B48A42AA214C49B4914B6CA5064BF964;Sim;Sim;Amazônia;80;51,34296;Brasnorte;MT;"12°40'44,89"" S";"58°16'10,24"" O";19/10/2014;30/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;399,9997;4;291,4366;103,5341;0;Não Analisada;0;245,3542;0;245,3542;23,3026;0
